Nivel_Ingresos,Estado_Siniestro,Cliente_ID,Antigüedad_Maxima,Saldo_Pendiente,Saldo_Pendiente_Seg,Puntaje_Morosidad1,Puntaje_Morosidad2,Puntaje_Morosidad3,Puntaje_Morosidad4,Puntaje_Morosidad5,Puntaje_Morosidad6,Morosidad_total,Siniestros1,Siniestros2,Siniestros3,Siniestros4,Siniestros5,Siniestros6,Siniestros_total
Medio_bajo,Si_siniestro,518348,7,905.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,519141,49,1784.05,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,520282,117,9245.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,520762,56,8252.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,520776,82,36.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,521137,23,293.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,521225,19,11339.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,521497,45,1620.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,521821,62,23332.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,521884,157,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,522140,40,6254.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,523067,130,193.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,523185,136,608.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,523322,59,714.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,523326,48,10097.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,523543,9,4.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,524285,48,1317.99,23109.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,524482,113,1416.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,525719,63,1908.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,525791,164,827.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,526018,12,20751.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,526420,40,10653.15,65444.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,526558,50,5109.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,526957,9,21113.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,527334,29,6925.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,528331,99,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,528526,76,7337.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,528545,95,561.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,529040,40,940.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,530301,177,199.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,530461,45,1247.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,530896,52,3163.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,531109,51,2362.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,531246,10,2780.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,531840,40,3157.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,532016,39,750.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,532924,126,795.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,533176,94,6091.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,533553,87,14563.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,534696,74,2352.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,534731,16,1122.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,534995,83,9332.45,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,535152,7,8807.77,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,535237,119,2511.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,536442,52,541.47,42889.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,537452,6,6173.02,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,537784,108,3632.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,538147,111,362.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,538939,84,1154.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,539035,16,12864.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,539666,51,4590.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,539819,15,6746.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,540206,25,7530.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,540506,148,2097.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,540841,33,1272.61,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,541270,40,467.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,Si_siniestro,542265,35,1604.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,542458,163,13259.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,542535,118,557.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,542989,7,2854.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,544145,28,2854.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,544207,51,392.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,Si_siniestro,544470,40,1405.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,544487,98,4343.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,545450,40,2297.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,545557,65,76.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,545787,108,1175.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,545975,11,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,546104,7,510.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,Si_siniestro,546116,16,12246.56,50036.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,547471,62,813.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,547677,54,650.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,547943,78,5.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,548432,10,37.94,18232.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,548667,64,4097.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,548917,187,568.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,549491,30,1993.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,549584,121,632.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,549962,39,6141.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,550043,186,2377.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,550345,111,35778.28,86283.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,550485,68,3320.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,550878,81,644.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,551283,60,965.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,551481,13,731.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,551732,24,9396.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,551945,43,4198.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,552271,7,6651.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,552651,29,4748.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,553036,11,572.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,553265,43,1228.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,553410,40,1654.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,553833,62,20325.07,64474.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,555324,79,9944.17,73785.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,555344,20,400.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,555997,18,143.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,556775,71,7826.85,51809.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,557233,25,8542.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,557512,33,2766.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,558283,16,251.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,558327,9,4750.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,559076,66,922.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,560683,123,11466.16,20395.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,561553,6,3319.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,561913,97,264.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,563038,13,3738.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,563155,94,4835.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,563575,31,13242.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,563602,43,15782.52,66308.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,563763,35,1901.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,563936,45,4980.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,564258,68,12569.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,564712,86,80.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,565602,20,12398.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,565634,99,1645.98,0,1,1,0,0,1,0,3,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,566075,14,5739.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,Si_siniestro,566211,11,2417.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,568532,32,53.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,568596,7,307.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,568717,19,91.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,568933,76,3438.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,568958,20,1.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,569926,17,424.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,570122,9,6503.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,570186,48,3484,30039.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,570418,39,15.86,0,2,1,0,0,0,0,3,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,573748,23,1048.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,575663,38,2454.12,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,577631,91,1434.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,577785,12,563.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,577795,72,6958.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,578272,62,318.23,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,578286,18,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,578691,24,884.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,579688,30,3736.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,580349,19,1502.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,581177,33,3678.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,581461,125,277.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,581546,104,5769.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,582698,125,458.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,583106,66,2224.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,583503,128,607.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,583689,81,557.95,0,0,7,7,7,7,7,35,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,584125,137,3483.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,584799,32,15156.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,585196,111,276.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,585251,159,5012.29,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,585287,137,238.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,585657,64,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,585671,55,2231.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,586354,98,778.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,587689,108,3284.28,47911.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,587875,90,601.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,588044,14,3299.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,588198,34,2331.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,588427,89,1313.6,0,0,0,7,7,7,7,28,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,588698,65,3010.41,59817.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,588711,122,3753.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,589101,38,459.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,590494,33,2325.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,591025,91,6555.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,591095,185,4214.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,592073,125,233.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,592135,228,13765.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,592526,33,2168.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,592953,60,14092.12,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,593439,81,5294.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,594669,41,1510.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,595087,106,1718.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,595117,34,6104.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,595142,7,4227.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,595342,41,666.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,595677,175,891.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,596254,118,4479.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,596384,169,3848.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,596405,70,935.77,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,596437,123,11179.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,596688,16,14215.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,597449,93,171.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,597591,6,1600.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,598143,31,3315.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,598296,73,2743.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,598615,172,17960.8,153078.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,598915,156,1106.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,599363,35,14518.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,600268,124,7844.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,600523,62,854.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,600987,48,3391.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,601064,77,923.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,601075,80,2259.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,601287,7,953.94,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,601742,10,6622.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,602297,26,729.68,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,602847,22,252.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,603871,9,3895.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,604842,18,8254.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,605087,35,1959.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,605547,45,1888.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,605662,10,10215.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,607049,83,8681.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,608409,83,5454.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,609464,31,388.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,609877,101,3677.16,52902.4,0,2,0,0,0,0,2,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,609944,10,474.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,609965,74,7604.27,40776.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,609968,91,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,610213,45,2654.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,610331,95,5084.23,42937.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,611324,20,5346.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,611545,58,808.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,611699,26,1192.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,612379,119,2086.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,614415,76,1467.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,614500,40,11466.49,56307.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,615226,10,193.69,78343.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,Si_siniestro,615382,24,4994.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,615929,34,737.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,616211,30,331.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,616588,26,2763.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,616658,10,1029.96,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,616781,9,4258.89,46394.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,616796,89,1230.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,616961,89,2976.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,617084,169,1062.7,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,617446,73,16847.24,41461.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,617740,40,206.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,617979,65,2306.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,618086,100,3.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,618087,74,5060.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,618265,63,2114.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,618717,139,7093.2,39863.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,618996,13,1728.52,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,619642,115,13738.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,619824,13,480.81,20502.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,619909,30,392.87,33066.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,620450,40,946.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,620957,33,5981.18,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,620982,93,8707.76,50027.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,621229,16,2418.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,621398,51,346.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,622083,9,2032.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,622378,27,1235.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,622722,14,5234.35,37053.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,623022,93,328.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,623339,46,897.18,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,623388,19,963.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,623687,47,2402.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,624070,40,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,624085,14,2716.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,624707,8,406.22,72980.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0
